sweep_id,combo_id,n_combos,train_test,hypothesis,ticker,start,end,strategy,stop,param_fast_window,param_slow_window,param_period,param_multiplier,risk_pct,brokerage,slippage_bps,total_return,annualized_return,max_drawdown,sharpe,sortino,num_trades,win_rate,avg_payoff,expectancy,avg_holding_days,benchmark_total_return,benchmark_annualized_return,benchmark_max_drawdown,benchmark_sharpe,benchmark_sortino
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",PETR4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.18613412574408894,0.02937073122651679,0.04500359568468068,0.8068909888855426,0.6240972424604292,44,0.5227272727272727,2.044191034432255,40.742841395694434,29.931818181818183,5.1867600497107365,0.36212993108676206,0.6334388835850931,0.9050114594365248,0.8592563281880093
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",VALE3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.10301217788855421,0.01676569871525646,0.04378477624292301,0.5049459856841945,0.3899827741784452,41,0.4634146341463415,1.8577753066138347,23.158101730862796,29.902439024390244,1.8775846747896958,0.1963086966732437,0.4367130336290461,0.6556790786761694,0.6740443765577883
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",ITUB4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.1046254731680023,0.017017740521793723,0.05962199848284538,0.5701591869667082,0.4515512299487974,46,0.43478260869565216,1.9320088397520458,13.419214585918182,23.891304347826086,0.5745376042707473,0.08002487612175924,0.44319126615785376,0.40050230087181465,0.4019545660938667
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",BBDC4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.09480272260571043,0.015478389760894551,0.04059122646669248,0.5406496382243459,0.3987520162953071,38,0.42105263157894735,2.097214714204326,16.985283073414315,25.86842105263158,0.1521753822292864,0.024312548978465465,0.5273596484434712,0.2487246847890184,0.24883284847324946
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",WEGE3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.20801245211152586,0.032566182558464885,0.050696166361226154,0.8477096186549035,0.6828951170557341,49,0.3673469387755102,3.7919435484660626,38.41453903297889,23.448979591836736,3.1805712480912964,0.2745323420322794,0.49505722628962756,0.8468096447271207,0.8793642753696655
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",ABEV3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,-0.0486097756592373,-0.008414869169089179,0.08131144301914515,-0.31044076005443844,-0.22522957126486562,43,0.3023255813953488,1.4414277463743455,-14.202854313598642,22.441860465116278,-0.20343780560544167,-0.03783720124404766,0.519311450588265,0.018256714487198213,0.018440625179170438
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",B3SA3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.061684444817791784,0.010202365733607444,0.06088414248878996,0.340827385267404,0.26683289811428346,46,0.3695652173913043,2.0946537726471224,8.408374578432737,23.434782608695652,1.3589340334991258,0.15666122822911133,0.5080759961997996,0.5599164888154703,0.5759033069907431
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",RENT3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.14338112741173048,0.02298247657359176,0.05169052310181895,0.7574715561529796,0.6647516845573542,36,0.4166666666666667,2.900091201716793,33.54175305179109,35.638888888888886,2.2054474162671514,0.21840031058590514,0.5788069676078467,0.6633285292131081,0.7007423316785011
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",SUZB3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,0.13624108765243426,0.021896330005862774,0.07922920577797476,0.5821472035594706,0.47478411068772197,42,0.35714285714285715,3.145854044122891,29.746511609540843,26.88095238095238,2.262852274052244,0.2220733487617721,0.5425050449625275,0.6954334740889121,0.7500215331137553
mac_plateau-2026-08-17T14:03:40,c001,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",RADL3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,21,14,2.5,0.01,0.0,5,-0.00931853373656688,-0.0015864120319637465,0.08784669848820784,-0.03411952855728243,-0.026658304661773807,50,0.26,2.4812443362372805,-4.873848828232969,23.3,0.7846442028290987,0.10321161473952856,0.37378187117629175,0.4676448099535855,0.47814344541377185
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",PETR4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.17948852295576723,0.02839041382081975,0.0678112323884073,0.5913197129913552,0.4680114235384166,25,0.36,4.245691737769412,66.5031292664008,56.08,5.1867600497107365,0.36212993108676206,0.6334388835850931,0.9050114594365248,0.8592563281880093
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",VALE3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.21819342767856953,0.03403681115174151,0.08795962111624304,0.7274520064599111,0.5545534237463952,23,0.391304347826087,4.23185939065493,77.87598168566356,50.34782608695652,1.8775846747896958,0.1963086966732437,0.4367130336290461,0.6556790786761694,0.6740443765577883
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",ITUB4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.07644711442490926,0.012570825980669165,0.07029871919363452,0.35849732624542696,0.25710868803448717,24,0.3333333333333333,2.3671617980133237,8.483224109176989,39.875,0.5745376042707473,0.08002487612175924,0.44319126615785376,0.40050230087181465,0.4019545660938667
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",BBDC4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.07453843959863038,0.012266130261453734,0.061849105484567825,0.35481573679749173,0.2522290379968462,22,0.3181818181818182,2.97296093307708,17.06042373113655,44.45454545454545,0.1521753822292864,0.024312548978465465,0.5273596484434712,0.2487246847890184,0.24883284847324946
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",WEGE3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.1292680584490653,0.020830104820715345,0.11974188406519691,0.39549527745151164,0.27170382264677256,26,0.3076923076923077,4.333978178925787,42.23924844729174,39.42307692307692,3.1805712480912964,0.2745323420322794,0.49505722628962756,0.8468096447271207,0.8793642753696655
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",ABEV3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,-0.03227511210455869,-0.0055481284057419256,0.07617379825017931,-0.15347184538815903,-0.10400645709899194,23,0.30434782608695654,1.2836152902371487,-20.86028459397224,37.21739130434783,-0.20343780560544167,-0.03783720124404766,0.519311450588265,0.018256714487198213,0.018440625179170438
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",B3SA3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.17185698809372196,0.027258983793523317,0.06073642411513714,0.6983204342300765,0.5132073422656678,17,0.5294117647058824,3.26873816144123,84.98005794531873,59.64705882352941,1.3589340334991258,0.15666122822911133,0.5080759961997996,0.5599164888154703,0.5759033069907431
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",RENT3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.14881397894759685,0.023805157752786688,0.07800667914021353,0.6937455549961586,0.5556220256440785,18,0.4444444444444444,3.1450239772429613,74.90923905621615,66.44444444444444,2.2054474162671514,0.21840031058590514,0.5788069676078467,0.6633285292131081,0.7007423316785011
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",SUZB3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.1172453650599361,0.018978842319046008,0.05325732107569713,0.5447081286829687,0.38171703729933576,22,0.36363636363636365,3.924899767710005,46.865342639173825,40.45454545454545,2.262852274052244,0.2220733487617721,0.5425050449625275,0.6954334740889121,0.7500215331137553
mac_plateau-2026-08-17T14:03:40,c002,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",RADL3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.0,0.01,0.0,5,0.014097520804223773,0.0023768221097444364,0.1169472482758867,0.07931981197958317,0.05892733626755879,32,0.1875,4.350814951078822,0.2103245865153669,33.5625,0.7846442028290987,0.10321161473952856,0.37378187117629175,0.4676448099535855,0.47814344541377185
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",PETR4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.1369917392127704,0.02201078569249537,0.05449299634665658,0.562421664284766,0.4419933937183669,25,0.36,4.020892038910307,50.70472667796439,56.32,5.1867600497107365,0.36212993108676206,0.6334388835850931,0.9050114594365248,0.8592563281880093
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",VALE3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.16480109265601417,0.02620743945804871,0.07271036081550444,0.6905686617690494,0.5316934398629186,23,0.391304347826087,3.9218792510061187,58.73969722036566,51.17391304347826,1.8775846747896958,0.1963086966732437,0.4367130336290461,0.6556790786761694,0.6740443765577883
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",ITUB4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.08665456482796352,0.014192741745933768,0.04986557809184768,0.46605565138088195,0.3543580713079424,24,0.375,2.4305266021317884,17.09339865700155,43.791666666666664,0.5745376042707473,0.08002487612175924,0.44319126615785376,0.40050230087181465,0.4019545660938667
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",BBDC4.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.05418994707467406,0.008989497187232631,0.0493166273871592,0.3211747330216155,0.22835965264804275,22,0.3181818181818182,2.792789987119454,11.342523515136605,44.63636363636363,0.1521753822292864,0.024312548978465465,0.5273596484434712,0.2487246847890184,0.24883284847324946
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",WEGE3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.14660432077877106,0.02347094614210654,0.09950113133176347,0.5110743256414673,0.3807930671661338,26,0.34615384615384615,4.567469029288064,50.2920852753915,45.84615384615385,3.1805712480912964,0.2745323420322794,0.49505722628962756,0.8468096447271207,0.8793642753696655
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",ABEV3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,-0.03292959223387337,-0.005662214324154258,0.06301111889508385,-0.2033818196286884,-0.13985836865319715,23,0.30434782608695654,1.1864509476583789,-19.766787984241713,38.0,-0.20343780560544167,-0.03783720124404766,0.519311450588265,0.018256714487198213,0.018440625179170438
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",B3SA3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.1263180839770215,0.0203773866089898,0.05246663714796033,0.6414449175044661,0.4700290719016747,17,0.5294117647058824,2.726595075727327,61.910687594320144,60.35294117647059,1.3589340334991258,0.15666122822911133,0.5080759961997996,0.5599164888154703,0.5759033069907431
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",RENT3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.11280559768113263,0.018291019979204792,0.06666623421830174,0.661370561713852,0.5293244359935987,18,0.4444444444444444,2.955678826848732,56.73168719529249,67.27777777777777,2.2054474162671514,0.21840031058590514,0.5788069676078467,0.6633285292131081,0.7007423316785011
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",SUZB3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.09551955921932609,0.01559111435758842,0.04404337658113071,0.5392916932097314,0.39071423299880553,22,0.36363636363636365,4.0709103600645475,38.34974666084856,42.81818181818182,2.262852274052244,0.2220733487617721,0.5425050449625275,0.6954334740889121,0.7500215331137553
mac_plateau-2026-08-17T14:03:40,c003,16,full,"O 9/21 usado em todos os batches do MAC foi escolhido por convenção, não por teste. Se o resultado dele for um pico isolado numa vizinhança de fracasso, o histórico inteiro do MAC neste projeto está contaminado por sorte de tuning. Se for um platô, a refutação da família fica mais forte: não é questão de calibrar melhor.
",RADL3.SA,2018-01-01,2024-01-01,MovingAverageCrossover,AtrStop,5,50,14,2.5,0.01,0.0,5,0.024909097701557137,0.004181118146824314,0.09537337165497359,0.14300203590974647,0.10948249704385406,32,0.21875,3.9662007138061948,4.42797249989286,36.125,0.7846442028290987,0.10321161473952856,0.37378187117629175,0.4676448099535855,0.47814344541377185
